dataset,strategy,split,n,fid_mean,fid_std,fid_min,fid_max,clip_mean,clip_std,fid_cv_pct
wikiart_mixed,Anti_Curriculum,,24,217.69320000000002,2.6646516812913337,214.379,220.8834,,,1.224039924669826
wikiart_mixed,KMC_D-High,D-High,29,217.82265862068965,1.9098801614456715,215.7767,220.8256,,,0.8768050916004492
wikiart_mixed,Random_D-High,D-High,31,218.25914838709676,5.146625310490415,210.8968,226.2121,,,2.3580341756683394
