dataset,strategy,split,n,fid_mean,fid_std,fid_min,fid_max,clip_mean,clip_std,fid_cv_pct
wikiart_mixed,HAC_D-High,D-High,3,217.9751,1.859249464165576,216.4678,220.0527,0.1737,0.0012000000000000136,0.8529641524034515
wikiart_mixed,Random_D-High,D-High,3,218.60503333333335,7.578199100929816,210.8615,226.0063,0.1744,0.002981610303175123,3.4666169325453846
