dataset,strategy,split,n,fid_mean,fid_std,fid_min,fid_max,clip_mean,clip_std,fid_cv_pct
dreambooth_mixed,HAC_D-High,D-High,3,229.50313333333335,2.7809216212136154,226.299,231.2887,0.16879999999999998,0.002800000000000004,1.2117140105336028
dreambooth_mixed,Random_D-High,D-High,3,222.10493333333332,1.8659677230148795,220.3825,224.0872,0.17226666666666668,0.005744852768638491,0.8401288953876814
