dataset,strategy,split,n,fid_mean,fid_std,fid_min,fid_max,clip_mean,clip_std,fid_cv_pct
dreambooth_single,Anti_Curriculum,,5,111.57032,7.110502502425545,101.9623,119.9286,,,6.373112941170684
dreambooth_single,KMC_D-High,D-High,5,122.96128000000002,2.214532981691625,119.4282,125.5074,,,1.8010002674757652
dreambooth_single,Random_D-High,D-High,5,115.27882,15.803188197069606,94.2979,138.3649,,,13.708665821761192
