dataset,strategy,split,n,fid_mean,fid_std,fid_min,fid_max,clip_mean,clip_std,fid_cv_pct
dreambooth_mixed,Anti_Curriculum,,5,225.09571999999997,4.562759825697596,219.4246,229.777,,,2.027030911870557
dreambooth_mixed,KMC_D-High,D-High,5,228.61819999999997,3.477318213796364,223.2324,231.8416,,,1.5210154807431624
dreambooth_mixed,Random_D-High,D-High,5,220.60852,0.9616491704358684,218.9746,221.4257,,,0.43590753903605733
